"Ticker.Symbol","Period.Ending","Accounts.Payable","Accounts.Receivable","Add.l.income.expense.items","After.Tax.ROE","Capital.Expenditures","Capital.Surplus","Cash.Ratio","Cash.and.Cash.Equivalents","Changes.in.Inventories","Common.Stocks","Cost.of.Revenue","Current.Ratio","Deferred.Asset.Charges","Deferred.Liability.Charges","Depreciation","Earnings.Before.Interest.and.Tax","Earnings.Before.Tax","Effect.of.Exchange.Rate","Equity.Earnings.Loss.Unconsolidated.Subsidiary","Fixed.Assets","Goodwill","Gross.Margin","Gross.Profit","Income.Tax","Intangible.Assets","Interest.Expense","Inventory","Investments","Liabilities","Long.Term.Debt","Long.Term.Investments","Minority.Interest","Misc..Stocks","Net.Borrowings","Net.Cash.Flow","Net.Cash.Flow.Operating","Net.Cash.Flows.Financing","Net.Cash.Flows.Investing","Net.Income","Net.Income.Adjustments","Net.Income.Applicable.to.Common.Shareholders","Net.Income.Cont..Operations","Net.Receivables","Non.Recurring.Items","Operating.Income","Operating.Margin","Other.Assets","Other.Current.Assets","Other.Current.Liabilities","Other.Equity","Other.Financing.Activities","Other.Investing.Activities","Other.Liabilities","Other.Operating.Activities","Other.Operating.Items","Pre.Tax.Margin","Pre.Tax.ROE","Profit.Margin","Quick.Ratio","Research.and.Development","Retained.Earnings","Sale.and.Purchase.of.Stock","Sales..General.and.Admin.","Short.Term.Debt...Current.Portion.of.Long.Term.Debt","Short.Term.Investments","Total.Assets","Total.Current.Assets","Total.Current.Liabilities","Total.Equity","Total.Liabilities","Total.Liabilities...Equity","Total.Revenue","Treasury.Stock","For.Year","Earnings.Per.Share","Estimated.Shares.Outstanding"
"COO","10/31/13",174104000,55000,-5568000,12,-178127000,1329329000,24,77393000,-22574000,5034000,560917000,233,16279000,24883000,125349000,321439000,312271000,143000,0,739867000,1387611000,65,1026808000,15365000,198769000,9168000,338917000,0,17127000,301670000,0,18959000,0,-25627000,64553000,415925000,-161597000,-189918000,296151000,21932000,296151000,296151000,270716000,0,305945000,19,47494000,60215000,104162000,-15762000,2330000,-11791000,65961000,-22870000,30239000,20,13,19,127,58827000,1311851000,-152246000,610735000,42987000,0,3137261000,747241000,321253000,2404535000,732726000,3137261000,1587725000,-225917000,2013,6.09,48629064.04
"COO","10/31/14",188291000,-5167000,-1987000,11,-238065000,1386800000,6,25222000,-7582000,5099000,626206000,179,15732000,69525000,138201000,304499000,296534000,-2751000,0,937325000,2220921000,64,1091570000,24705000,453605000,7965000,381474000,0,59222000,1280833000,0,18562000,0,887928000,-52171000,454823000,842165000,-1346408000,269856000,11788000,269856000,269856000,316504000,0,306486000,18,39140000,68417000,152373000,-106182000,8377000,-1108343000,77360000,-13468000,35710000,17,12,16,93,66259000,1578823000,-67193000,683115000,101518000,0,4458340000,791617000,442182000,2569878000,1888462000,4458340000,1717776000,-294662000,2014,5.61,48102673.8
"COO","10/31/15",184285000,-4528000,-3083000,8,-243023000,1434705000,3,16426000,-37357000,5156000,726798000,148,4510000,31016000,191403000,233588000,215485000,-5142000,0,967097000,2197077000,60,1070262000,10341000,411090000,18103000,419692000,0,-4604000,1105408000,0,6395000,0,13958000,-8796000,390970000,-106677000,-287947000,203523000,63507000,203523000,203523000,324649000,0,236671000,13,38662000,80661000,140694000,-191643000,-53729000,-44924000,80754000,-22595000,51459000,12,8,11,74,69589000,1779440000,-80190000,712543000,243803000,0,4459864000,841428000,568782000,2667509000,1792355000,4459864000,1797060000,-360149000,NA,NA,NA
"COO","10/31/16",185103000,1645000,-2257000,10,-152640000,1493965000,19,100817000,12249000,5208000,793735000,174,6107000,37532000,198274000,321823000,295633000,-5085000,0,877672000,2164748000,60,1173079000,20699000,441086000,26190000,417696000,0,-4794000,1107448000,0,168000,0,-14959000,84391000,509637000,-1382000,-418779000,273917000,32500000,273917000,273917000,338473000,0,324080000,16,51847000,77472000,125027000,-489600000,4985000,-266139000,94448000,-5171000,60790000,15,11,14,96,65411000,2050443000,4985000,722798000,226325000,0,4475918000,934458000,536455000,2699867000,1776051000,4475918000,1966814000,-360149000,2016,5.65,48480884.96
"COST","9/1/13",1.1001e+10,0,9.7e+07,19,-2.083e+09,4.67e+09,46,4.644e+09,-8.98e+08,2e+06,9.1948e+10,119,0,1.016e+09,9.46e+08,3.15e+09,3.051e+09,-1.14e+08,0,1.3881e+10,0,13,1.3208e+10,9.9e+08,0,9.9e+07,7.894e+09,-1.87e+08,7.18e+08,4.998e+09,0,1.79e+08,0,3.686e+09,1.116e+09,3.437e+09,4.4e+07,-2.251e+09,2.039e+09,2.24e+08,2.039e+09,2.039e+09,1.822e+09,5.1e+07,3.053e+09,3,5.62e+08,0,2.256e+09,-1.22e+08,-1.07e+08,1.9e+07,0,3.86e+08,0,3,28,2,60,0,6.283e+09,-3.6e+07,1.0104e+10,0,1.48e+09,3.0283e+10,1.584e+10,1.3257e+10,1.0833e+10,1.945e+10,3.0283e+10,1.05e+11,0,2013,4.68,435683760.7
"COST","8/31/14",1.1495e+10,0,9e+07,17,-1.993e+09,4.919e+09,51,5.738e+09,-5.63e+08,2e+06,9.8458e+10,122,0,1.004e+09,1.029e+09,3.31e+09,3.197e+09,-1.1e+07,0,1.483e+10,0,13,1.4182e+10,1.109e+09,0,1.13e+08,8.456e+09,-9.7e+07,5.29e+08,5.093e+09,0,2.12e+08,0,1.78e+08,1.094e+09,3.984e+09,-7.86e+08,-2.093e+09,2.058e+09,2.02e+08,2.058e+09,2.058e+09,1.817e+09,6.3e+07,3.22e+09,3,6.06e+08,0,2.917e+09,-7.6e+07,-1.3e+08,-3e+06,0,6.99e+08,0,3,26,2,63,0,7.458e+09,-3.34e+08,1.0899e+10,0,1.577e+09,3.3024e+10,1.7588e+10,1.4412e+10,1.2303e+10,2.0721e+10,3.3024e+10,1.13e+11,0,2014,4.69,438805970.1
"COST","8/30/15",1.2292e+10,0,1.04e+08,22,-2.393e+09,5.218e+09,39,4.801e+09,-8.9e+08,2e+06,1.01e+11,101,0,0,1.127e+09,3.728e+09,3.604e+09,-4.18e+08,0,1.5401e+10,0,13,1.5134e+10,1.195e+09,0,1.24e+08,8.908e+09,-6.7e+07,8.8e+08,4.852e+09,0,2.26e+08,0,1.079e+09,-9.37e+08,4.285e+09,-2.324e+09,-2.48e+09,2.377e+09,2.02e+08,2.377e+09,2.377e+09,1.224e+09,6.5e+07,3.624e+09,3,8.37e+08,2.28e+08,2.964e+09,-1.121e+09,-1.43e+08,-2e+07,7.83e+08,5.57e+08,0,3,34,2,48,0,6.518e+09,-4.81e+08,1.1445e+10,1.283e+09,1.618e+09,3.3017e+10,1.6779e+10,1.6539e+10,1.0617e+10,2.24e+10,3.3017e+10,1.16e+11,0,2015,5.41,439371534.2
"COST","8/28/16",1.111e+10,0,8e+07,19,-2.649e+09,5.49e+09,30,3.379e+09,-2.5e+07,2e+06,1.03e+11,98,0,0,1.255e+09,3.752e+09,3.619e+09,5e+07,0,1.7043e+10,0,13,1.5818e+10,1.243e+09,0,1.33e+08,8.969e+09,2.77e+08,-1.532e+09,4.061e+09,0,2.53e+08,0,-1.022e+09,-1.422e+09,3.292e+09,-2.419e+09,-2.345e+09,2.35e+09,6.71e+08,2.35e+09,2.35e+09,1.252e+09,7.8e+07,3.672e+09,3,9.02e+08,2.68e+08,3.365e+09,-1.099e+09,-2.39e+08,2.7e+07,1.195e+09,5.47e+08,0,3,30,2,40,0,7.686e+09,-4.86e+08,1.2068e+10,1.1e+09,1.35e+09,3.3163e+10,1.5218e+10,1.5575e+10,1.2079e+10,2.1084e+10,3.3163e+10,1.19e+11,0,2016,5.36,438432835.8
"COTY","6/30/03",133000,926000,19000,2975,-74000,1672000,89,295000,74000,9000,258000,178,0,0,38000,-1136000,-1136000,0,0,125000,0,84,1320000,153000,0,0,33000,-702000,-679000,0,542000,0,0,0,-1235000,-460000,0,-775000,-1289000,431000,-1289000,-1289000,890000,0,-1155000,73,45000,74000,984000,-26000,0,0,1545000,38000,0,72,2622,82,175,65000,-1611000,0,2410000,0,702000,2705000,1993000,1117000,43000,2662000,2705000,1577000,0,NA,NA,NA
"COTY","6/30/04",263000,275000,22000,79,-50000,10247000,508,306000,15000,12000,142000,592,51000,0,113000,-3622000,-3622000,0,0,128000,0,91,1373000,0,0,0,18000,-4688000,-76000,0,361000,0,0,0,11000,-8e+05,5549000,-4738000,-3622000,2509000,-3622000,-3622000,852000,884000,-3644000,241,9000,72000,860000,-415000,0,0,1454000,-13000,163000,239,79,239,590,30000,-5233000,5549000,3940000,0,5390000,7188000,6639000,1122000,4611000,2577000,7188000,1514000,0,NA,NA,NA
"COTY","2/28/06",13078000,1351000,3138000,552,-1361000,57262000,14,1876000,-7522000,14000,75508000,207,0,0,5027000,-43289000,-48913000,-202000,0,6502000,14554000,5,4054000,0,53203000,5624000,16269000,93000,-667000,8e+07,340000,0,0,63815000,1845000,-19390000,63946000,-42509000,-48913000,32866000,-48913000,-48913000,8259000,35122000,-46426000,58,1265000,679000,0,-674000,0,-41241000,967000,-1533000,0,61,552,61,82,0,-47733000,132000,15359000,32000,0,102946000,27083000,13110000,8869000,94077000,102946000,79562000,0,NA,NA,NA
"COTY","2/28/07",15569000,-2979000,-54669000,134,-896000,74828000,15,3303000,-12364000,37000,84477000,221,0,0,8248000,-65357000,-80273000,42000,0,6500000,0,15,15165000,0,151634000,14916000,28633000,0,6133000,271317000,0,0,0,112027000,1427000,-25393000,108413000,-81635000,-103603000,62297000,-104356000,-80273000,10961000,0,-10688000,11,10103000,5761000,4479000,-568000,0,-80739000,668000,-6455000,0,81,104,104,91,0,-151435000,-3614000,25853000,2e+06,0,216895000,48658000,22048000,-77138000,294033000,216895000,99642000,0,NA,NA,NA
"CPB","7/28/13",1.259e+09,-4.8e+07,1e+07,38,-3.36e+08,3.62e+08,10,3.33e+08,-1.46e+08,1.2e+07,5.14e+09,68,0,4.89e+08,4.07e+08,1.09e+09,9.55e+08,-3.6e+07,0,2.26e+09,2.297e+09,36,2.912e+09,2.75e+08,1.021e+09,1.35e+08,9.25e+08,0,-1.56e+08,2.544e+09,0,-7e+06,0,4.25e+08,6.6e+07,1.019e+09,1.237e+09,-2.154e+09,4.58e+08,5.44e+08,4.58e+08,6.8e+08,6.35e+08,5.1e+07,1.08e+09,13,5.24e+08,3.28e+08,1.14e+08,-5.65e+08,-1.6e+07,-1.818e+09,7.98e+08,-3.1e+07,0,12,78,6,39,1.28e+08,1.772e+09,-6.7e+07,1.653e+09,1.909e+09,0,8.323e+09,2.221e+09,3.282e+09,1.217e+09,7.106e+09,8.323e+09,8.052e+09,-3.64e+08,2013,1.46,313698630.1
"CPB","8/3/14",1.218e+09,-3.8e+07,3e+06,54,-3.47e+08,3.3e+08,8,2.32e+08,-8e+07,1.2e+07,5.297e+09,70,0,5.48e+08,3.05e+08,1.27e+09,1.148e+09,-9e+06,0,2.318e+09,2.433e+09,36,2.971e+09,3.74e+08,1.175e+09,1.22e+08,1.016e+09,0,-1.4e+08,2.244e+09,0,-1.2e+07,0,-4.92e+08,-1.69e+08,8.99e+08,-9.25e+08,-1.34e+08,8.66e+08,7.6e+07,8.66e+08,7.74e+08,6.7e+08,5.5e+07,1.267e+09,15,8.7e+07,1.82e+08,0,-5.69e+08,0,2.13e+08,7.29e+08,-7.9e+07,0,14,71,10,36,1.22e+08,2.198e+09,-5.3e+07,1.527e+09,1.771e+09,0,8.113e+09,2.1e+09,2.989e+09,1.615e+09,6.498e+09,8.113e+09,8.268e+09,-3.56e+08,2014,2.61,331800766.3
"CPB","8/2/15",1.263e+09,1.2e+07,3e+06,48,-3.8e+08,3.39e+08,9,2.53e+08,-1.8e+07,1.2e+07,5.3e+09,75,0,5.05e+08,3.03e+08,1.057e+09,9.49e+08,-3.2e+07,0,2.347e+09,2.344e+09,34,2.782e+09,2.83e+08,1.205e+09,1.08e+08,9.95e+08,0,1e+06,2.539e+09,0,-4e+06,0,-2.09e+08,2.1e+07,1.182e+09,-5.26e+08,-6.03e+08,6.66e+08,2.49e+08,6.66e+08,6.66e+08,6.47e+08,1.02e+08,1.054e+09,13,8.8e+07,1.98e+08,0,-1.68e+08,-3e+06,-2.23e+08,8.5e+08,-3.1e+07,0,12,69,8,39,1.17e+08,1.754e+09,-2.26e+08,1.509e+09,1.543e+09,0,8.077e+09,2.093e+09,2.806e+09,1.381e+09,6.696e+09,8.077e+09,8.082e+09,-5.56e+08,2015,2.21,301357466.1
"CPB","7/31/16",1.336e+09,2.4e+07,4e+06,37,-3.41e+08,3.54e+08,12,2.96e+08,5.9e+07,1.2e+07,5.181e+09,75,0,3.96e+08,3.08e+08,9.64e+08,8.49e+08,5e+06,0,2.407e+09,2.263e+09,35,2.78e+09,2.86e+08,1.152e+09,1.15e+08,9.4e+08,0,-1.5e+07,2.314e+09,0,8e+06,0,-7.62e+08,4.3e+07,1.463e+09,-1.071e+09,-3.54e+08,5.63e+08,5.29e+08,5.63e+08,5.63e+08,6.26e+08,3.1e+07,9.6e+08,12,1.07e+08,4.6e+07,0,-1.04e+08,0,-1.3e+07,1.039e+09,-5e+06,0,11,56,7,38,1.24e+08,1.927e+09,-1.41e+08,1.665e+09,1.219e+09,0,7.837e+09,1.908e+09,2.555e+09,1.525e+09,6.312e+09,7.837e+09,7.961e+09,-6.64e+08,2016,1.82,309340659.3
"CRM","1/31/13",597706000,-183242000,13864000,12,-179707000,2410892000,30,747245000,0,586000,683579000,69,112082000,64355000,395699000,-96846000,-127794000,7437000,0,604669000,1529378000,78,2366616000,142651000,207323000,30948000,0,-179466000,672777000,0,890664000,0,53612000,-31754000,139961000,736897000,334545000,-938918000,-270445000,364417000,-270445000,-270445000,872634000,0,-110710000,4,168960000,275625000,1798640000,17137000,0,-579745000,175732000,-242309000,0,4,6,9,69,429479000,-110982000,351366000,2047847000,521278000,120376000,5528956000,2015880000,2917624000,2317633000,3211323000,5528956000,3050195000,0,2013,-1.92,140856770.8
"CRM","1/31/14",934324000,-424702000,5350000,8,-299110000,3363377000,21,781635000,0,610000,968428000,67,153459000,48410000,613558000,-280724000,-357935000,-7758000,0,1240746000,3500823000,76,3102575000,-125760000,481917000,77211000,0,484857000,583300000,1301930000,482243000,0,26705000,931859000,34390000,875469000,1598234000,-2431555000,-232175000,495350000,-232175000,-232175000,1360837000,0,-286074000,7,613490000,480641000,2473705000,17680000,0,-2617302000,757187000,-159862000,0,9,12,6,67,623798000,-343157000,374731000,2764851000,572159000,57139000,9152930000,2680252000,3980188000,3038510000,6114420000,9152930000,4071003000,0,2014,-0.39,595320512.8
"CRM","1/31/15",1103335000,-544610000,5785000,7,-290454000,4604485000,23,908117000,0,651000,1289270000,80,162796000,34681000,745558000,-139848000,-213085000,-38391000,0,1125866000,3782660000,76,4084316000,49603000,433398000,73237000,0,-542782000,958803000,1370692000,1070629000,0,0,-342200000,126482000,1173714000,-310481000,-698360000,-262688000,551736000,-262688000,-262688000,1905506000,0,-145633000,3,575234000,613609000,3286768000,-24108000,0,134876000,894468000,-275085000,0,4,5,5,80,792917000,-605845000,308989000,3437032000,0,87312000,10665127000,3514544000,4390103000,3975183000,6689944000,10665127000,5373586000,0,2015,-0.42,625447619
"CRM","1/31/16",1349338000,-582425000,21841000,1,-709852000,5705386000,24,1158363000,0,671000,1654548000,77,189943000,23886000,872291000,136764000,64279000,-7109000,0,1715828000,3849937000,75,5012668000,111705000,384258000,72485000,0,-967711000,1223672000,1293947000,1904717000,0,0,-382330000,250246000,1612585000,132648000,-1487878000,-47426000,475723000,-47426000,-47426000,2496165000,0,114923000,2,378762000,509781000,4267667000,-49917000,0,189685000,833065000,-329250000,0,1,1,1,77,946300000,-653271000,455482000,3951445000,0,183018000,12770772000,4347327000,5617005000,5002869000,7767903000,12770772000,6667216000,0,2016,-0.07,677514285.7
"CSCO","7/27/13",4.403e+09,-1.724e+09,6.14e+08,17,-1.16e+09,0,230,7.925e+09,2.18e+08,4.2297e+10,1.9167e+10,298,0,4.161e+09,2.46e+09,1.181e+10,1.1227e+10,0,0,3.322e+09,2.1919e+10,61,2.944e+10,1.244e+09,3.403e+09,5.83e+08,1.476e+09,-3.916e+09,1.049e+09,1.2928e+10,3.911e+09,8e+06,0,-1.2e+07,-1.874e+09,1.2894e+10,-3e+09,-1.1768e+10,9.983e+09,9.44e+08,9.983e+09,9.983e+09,1.2123e+10,1.05e+08,1.1196e+10,23,3.115e+09,1.312e+09,1.431e+10,6.08e+08,-5e+06,-6.692e+09,2.978e+09,-3.6e+07,3.95e+08,23,19,21,291,5.942e+09,1.6215e+10,2.35e+08,1.1802e+10,3.283e+09,4.2685e+10,1.01e+11,6.5521e+10,2.1996e+10,5.912e+10,4.2071e+10,1.01e+11,4.8607e+10,0,2013,1.87,5338502674
"CSCO","7/26/14",4.372e+09,2.21e+08,9.34e+08,14,-1.275e+09,0,263,6.726e+09,-1.09e+08,4.1884e+10,1.9373e+10,339,0,4.664e+09,2.439e+09,1.0279e+10,9.715e+09,0,0,3.252e+09,2.4239e+10,59,2.7769e+10,1.862e+09,3.28e+09,5.64e+08,1.591e+09,-2.635e+09,1.57e+09,2.0337e+10,3.918e+09,7e+06,0,4.703e+09,-1.199e+09,1.2332e+10,-6.888e+09,-6.643e+09,7.853e+09,3.32e+08,7.853e+09,7.853e+09,1.2118e+10,4.18e+08,9.345e+09,20,3.267e+09,1.331e+09,1.4929e+10,6.77e+08,-1.5e+07,-2.733e+09,3.599e+09,2.6e+07,2.75e+08,21,17,17,331,6.294e+09,1.4093e+10,-7.936e+09,1.1437e+10,5.08e+08,4.5348e+10,1.05e+11,6.7114e+10,1.9809e+10,5.6654e+10,4.8416e+10,1.05e+11,4.7142e+10,0,2014,1.5,5235333333
"CSCO","7/25/15",4.215e+09,-1.047e+09,9.97e+08,15,-1.227e+09,0,258,6.877e+09,-1.16e+08,4.3592e+10,1.948e+10,313,4.454e+09,5.359e+09,2.442e+09,1.1767e+10,1.1201e+10,0,0,3.332e+09,2.4469e+10,60,2.9681e+10,2.22e+09,2.376e+09,5.66e+08,1.627e+09,-8.379e+09,1.497e+09,2.1457e+10,3.858e+09,9e+06,0,4.469e+09,1.51e+08,1.2552e+10,-2.313e+09,-1.0088e+10,8.981e+09,1.165e+09,8.981e+09,8.981e+09,9.835e+09,4.84e+08,1.077e+10,22,1.516e+09,1.49e+09,1.53e+10,6.1e+07,-1.4e+07,-4.82e+08,3.438e+09,-3.7e+08,3.59e+08,23,19,18,306,6.207e+09,1.6045e+10,-2.81e+09,1.1861e+10,3.897e+09,5.3539e+10,1.13e+11,7.3368e+10,2.3412e+10,5.9698e+10,5.3675e+10,1.13e+11,4.9161e+10,0,2015,1.76,5102840909
"CSCO","7/30/16",4.524e+09,-5.54e+08,9.36e+08,17,-1.146e+09,0,264,7.631e+09,3.15e+08,4.4516e+10,1.8287e+10,316,4.299e+09,6.317e+09,2.15e+09,1.3596e+10,1.292e+10,0,0,3.506e+09,2.6625e+10,63,3.096e+10,2.181e+09,2.501e+09,6.76e+08,1.217e+09,-4.032e+09,1.48e+08,2.4483e+10,4.158e+09,-1e+06,0,3.111e+09,7.54e+08,1.357e+10,-4.699e+09,-8.117e+09,1.0739e+10,8.09e+08,1.0739e+10,1.0739e+10,1.0119e+10,2.68e+08,1.266e+10,26,1.844e+09,1.627e+09,1.6227e+10,-3.26e+08,1.5e+08,-2.939e+09,2.356e+09,-3.7e+07,3.03e+08,26,20,22,311,6.296e+09,1.9396e+10,-3.339e+09,1.1433e+10,4.16e+09,5.8125e+10,1.22e+11,7.8719e+10,2.4911e+10,6.3586e+10,5.8066e+10,1.22e+11,4.9247e+10,0,2016,2.13,5041784038
"CSRA","4/3/15",680696000,7996000,-5608000,25,-70183000,0,1,4979000,0,0,3282301000,113,0,153297000,146764000,450572000,428708000,0,0,436732000,802582000,19,787445000,160996000,68666000,21864000,0,0,3066000,129933000,0,27961000,0,-28902000,1e+06,486938000,-369289000,-116649000,265835000,26618000,251757000,267712000,696727000,0,456180000,11,58931000,92665000,0,1067087000,0,-46466000,80957000,36659000,137058000,11,40,7,113,0,0,-340387000,194207000,21351000,0,2161282000,794371000,702047000,1067087000,1094195000,2161282000,4069746000,0,NA,NA,NA
"CSRA","4/1/16",915548000,185939000,15221000,159,-139420000,117376000,12,130016000,0,163000,3575631000,93,0,162844000,195189000,202564000,149089000,0,0,530087000,2332158000,16,674816000,46167000,910836000,53475000,0,0,-60266000,2764854000,0,25692000,0,2463465000,125037000,553516000,1176840000,-1605319000,102922000,159587000,87145000,102922000,751228000,117987000,187343000,4,68697000,123278000,0,20908000,7977000,-1465899000,742625000,-29855000,182242000,4,231,2,93,0,-73901000,-74733000,187244000,170191000,0,4846300000,1004522000,1085739000,64546000,4781754000,4846300000,4250447000,0,2016,0.54,190596296.3
"CSX","12/31/13",1.635e+09,-6e+06,1.1e+07,18,-2.313e+09,6.1e+07,45,5.92e+08,0,1.009e+09,3.931e+09,107,0,8.662e+09,1.104e+09,3.484e+09,2.922e+09,0,0,2.7291e+10,0,67,8.095e+09,1.058e+09,0,5.62e+08,2.52e+08,1.45e+08,7.4e+07,9.022e+09,1.298e+09,2.1e+07,0,-2.8e+08,-1.92e+08,3.267e+09,-1.232e+09,-2.227e+09,1.864e+09,1.95e+08,1.864e+09,1.864e+09,1.207e+09,0,3.473e+09,29,5.91e+08,6.4e+07,2.56e+08,-5.23e+08,-8e+06,-5.9e+07,1.17e+09,3.6e+07,1.104e+09,24,28,15,97,0,9.936e+09,-3.44e+08,3.518e+09,5.33e+08,4.87e+08,3.1782e+10,2.602e+09,2.424e+09,1.0483e+10,2.1299e+10,3.1782e+10,1.2026e+10,0,NA,NA,NA
"CSX","12/26/14",1.621e+09,-1.19e+08,-2.4e+07,17,-2.449e+09,9.2e+07,46,6.69e+08,0,9.92e+08,4.1e+09,122,0,8.858e+09,1.151e+09,3.589e+09,3.044e+09,0,0,2.8584e+10,0,68,8.569e+09,1.117e+09,0,5.45e+08,2.73e+08,2.41e+08,1.09e+08,9.514e+09,1.356e+09,2.4e+07,0,6.7e+07,7.7e+07,3.343e+09,-1.083e+09,-2.183e+09,1.927e+09,3.01e+08,1.927e+09,1.927e+09,1.27e+09,0,3.613e+09,29,5.41e+08,6.8e+07,2.58e+08,-6.66e+08,-4e+06,2.5e+07,1.398e+09,-2.6e+07,1.151e+09,24,27,15,109,0,1.0734e+10,-5.17e+08,3.805e+09,2.28e+08,2.92e+08,3.3053e+10,2.572e+09,2.107e+09,1.1152e+10,2.1901e+10,3.3053e+10,1.2669e+10,0,2014,1.93,998445595.9
"CSX","12/25/15",1.362e+09,1.49e+08,9.8e+07,17,-2.562e+09,1.13e+08,74,6.28e+08,0,9.66e+08,3.293e+09,145,0,9.179e+09,1.208e+09,3.682e+09,3.138e+09,0,0,3.0174e+10,0,72,8.518e+09,1.17e+09,0,5.44e+08,3.5e+08,-5.14e+08,-2.59e+08,1.0515e+10,1.394e+09,1.6e+07,0,9.71e+08,-4.1e+07,3.37e+09,-5.19e+08,-2.892e+09,1.968e+09,3.88e+08,1.968e+09,1.968e+09,9.82e+08,0,3.584e+09,30,3.37e+08,7e+07,5.7e+08,-6.65e+08,0,1.84e+08,1.431e+09,-8.4e+07,1.208e+09,27,27,17,128,0,1.1238e+10,-8.04e+08,3.726e+09,2e+07,8.1e+08,3.4745e+10,2.84e+09,1.952e+09,1.1652e+10,2.3093e+10,3.4745e+10,1.1811e+10,0,2015,2,9.84e+08
"CSX","12/30/16",1.48e+09,8.4e+07,-6.9e+07,15,-2.398e+09,1.38e+08,50,6.03e+08,0,9.28e+08,2.782e+09,122,0,9.596e+09,1.301e+09,3.32e+09,2.741e+09,0,0,3.115e+10,0,75,8.287e+09,1.027e+09,0,5.79e+08,4.07e+08,3.96e+08,9.8e+07,1.0962e+10,1.459e+09,1.5e+07,0,7.81e+08,-2.5e+07,3.041e+09,-1.268e+09,-1.798e+09,1.714e+09,-4.3e+07,1.714e+09,1.714e+09,9.38e+08,0,3.389e+09,31,3.18e+08,1.22e+08,2.29e+08,-6.4e+08,-3.13e+08,2.04e+08,1.122e+09,-1.13e+08,1.301e+09,25,23,15,102,0,1.1253e+10,-1.056e+09,3.597e+09,3.31e+08,4.17e+08,3.5414e+10,2.487e+09,2.04e+09,1.1679e+10,2.3735e+10,3.5414e+10,1.1069e+10,0,NA,NA,NA
"CTAS","5/31/13",548069000,-42704000,409000,14,-196486000,109822000,64,352273000,10997000,186332000,2492655000,292,0,210483000,189377000,566387000,500675000,-61000,0,986703000,1517560000,41,1753309000,184089000,92153000,65712000,240440000,-16986000,43735000,1300979000,101525000,0,0,24364000,12448000,552748000,-256058000,-284181000,315442000,71333000,315442000,316586000,505151000,0,565978000,13,22865000,521282000,0,38123000,196000,-70709000,76422000,-35432000,0,12,23,7,249,0,3717771000,-200874000,1187331000,8187000,5680000,4345632000,1624826000,556256000,2201492000,2144140000,4345632000,4245964000,-1850556000,2013,2.53,124680632.4
"CTAS","5/31/14",629628000,-56231000,229000,17,-145580000,134939000,81,513288000,-11062000,251753000,2444085000,287,0,246044000,190862000,602949000,537127000,-676000,0,855702000,1267411000,42,1749759000,199355000,55675000,65822000,251239000,169697000,95614000,1300477000,458357000,0,0,-8187000,161015000,605969000,-429735000,-14543000,374442000,10743000,374442000,337772000,508427000,0,602720000,14,19626000,532727000,0,28428000,469000,-38660000,92942000,1601000,0,13,24,9,247,0,3998893000,-328697000,1147039000,503000,0,4462452000,1805681000,630131000,2192858000,2269594000,4462452000,4193844000,-2221155000,2014,3.08,121572077.9
"CTAS","5/31/15",507965000,-1443000,339000,22,-217720000,157183000,85,417073000,23785000,329248000,2555549000,341,0,339327000,155082000,718485000,653324000,-8918000,21739000,871421000,1195612000,43,1921337000,242803000,42434000,65161000,226211000,-256000,2855000,1.3e+09,329692000,0,0,-518000,-96215000,580276000,-712560000,44987000,430618000,11407000,430618000,410521000,497066000,0,696407000,16,17494000,579376000,704000,-8471000,1589000,262963000,112009000,-42028000,0,15,34,10,297,0,4227620000,-511740000,1224930000,0,16081000,4192460000,1735807000,508669000,1932455000,2260005000,4192460000,4476886000,-2773125000,2015,3.68,117015760.9
"CTAS","5/31/16",565555000,-52762000,896000,38,-275385000,205260000,26,139357000,-17917000,409682000,2775588000,195,0,259475000,165279000,782644000,718122000,-5218000,0,994237000,1291593000,43,2129870000,261181000,83715000,64522000,249362000,520870000,35662000,1.05e+09,124952000,0,0,-16000,-277716000,465845000,-866724000,128381000,693520000,-349866000,693520000,456941000,564890000,0,781748000,16,19861000,566021000,0,-24874000,490000,-117104000,136704000,-8071000,0,15,39,14,164,0,4805867000,-751925000,1348122000,2.5e+08,70405000,4104393000,1590035000,815555000,1842659000,2261734000,4104393000,4905458000,-3553276000,2016,6.3,110082539.7
"CTL","12/31/12",3.156e+09,-1.54e+08,-1.44e+08,4,-2.919e+09,1.9079e+10,5,2.11e+08,0,6.26e+08,7.639e+09,79,0,3.564e+09,4.692e+09,2.569e+09,1.25e+09,3e+06,0,1.8909e+10,2.1627e+10,58,1.0737e+10,4.73e+08,8.97e+09,1.319e+09,0,0,-2.55e+08,1.94e+10,0,0,0,-1.213e+09,8.3e+07,6.065e+09,-3.295e+09,-2.69e+09,7.77e+08,8.7e+08,7.77e+08,5.98e+08,2.875e+09,0,2.713e+09,15,7.96e+08,5.52e+08,2.34e+08,-1.701e+09,-3.44e+08,2.29e+08,7.092e+09,1.35e+08,4.78e+09,7,6,4,79,0,1.285e+09,7.3e+07,3.244e+09,1.205e+09,0,5.394e+10,3.638e+09,4.595e+09,1.9289e+10,3.4651e+10,5.394e+10,1.8376e+10,0,2012,1.25,621600000
