"Ticker.Symbol","Period.Ending","Accounts.Payable","Accounts.Receivable","Add.l.income.expense.items","After.Tax.ROE","Capital.Expenditures","Capital.Surplus","Cash.Ratio","Cash.and.Cash.Equivalents","Changes.in.Inventories","Common.Stocks","Cost.of.Revenue","Current.Ratio","Deferred.Asset.Charges","Deferred.Liability.Charges","Depreciation","Earnings.Before.Interest.and.Tax","Earnings.Before.Tax","Effect.of.Exchange.Rate","Equity.Earnings.Loss.Unconsolidated.Subsidiary","Fixed.Assets","Goodwill","Gross.Margin","Gross.Profit","Income.Tax","Intangible.Assets","Interest.Expense","Inventory","Investments","Liabilities","Long.Term.Debt","Long.Term.Investments","Minority.Interest","Misc..Stocks","Net.Borrowings","Net.Cash.Flow","Net.Cash.Flow.Operating","Net.Cash.Flows.Financing","Net.Cash.Flows.Investing","Net.Income","Net.Income.Adjustments","Net.Income.Applicable.to.Common.Shareholders","Net.Income.Cont..Operations","Net.Receivables","Non.Recurring.Items","Operating.Income","Operating.Margin","Other.Assets","Other.Current.Assets","Other.Current.Liabilities","Other.Equity","Other.Financing.Activities","Other.Investing.Activities","Other.Liabilities","Other.Operating.Activities","Other.Operating.Items","Pre.Tax.Margin","Pre.Tax.ROE","Profit.Margin","Quick.Ratio","Research.and.Development","Retained.Earnings","Sale.and.Purchase.of.Stock","Sales..General.and.Admin.","Short.Term.Debt...Current.Portion.of.Long.Term.Debt","Short.Term.Investments","Total.Assets","Total.Current.Assets","Total.Current.Liabilities","Total.Equity","Total.Liabilities","Total.Liabilities...Equity","Total.Revenue","Treasury.Stock","For.Year","Earnings.Per.Share","Estimated.Shares.Outstanding"
"TSS","12/31/13",71990000,-8667000,-30024000,16,-40598000,165841000,83,247700000,0,20279000,1369438000,220,3972000,228727000,212845000,352476000,352476000,-3758000,13047000,259968000,1541574000,34,694867000,110981000,1030127000,0,0,-1378000,-77056000,1435751000,94133000,21349000,39652000,1228856000,30618000,452398000,1091814000,-1509836000,256597000,69250000,244750000,254542000,269931000,0,382500000,19,102861000,136302000,168306000,3749000,0,-1467860000,82797000,-571000,0,17,22,12,220,0,1718204000,-63166000,312367000,56919000,0,3686568000,653933000,297215000,1581077000,2105491000,3686568000,2064305000,-326996000,2013,1.3,197382307.7
"TSS","12/31/14",86794000,-33406000,-38711000,19,-75913000,171270000,98,289183000,0,20278000,1668892000,233,7002000,211820000,250218000,392929000,392929000,-6168000,17583000,290585000,1547397000,32,777985000,129761000,1006560000,0,0,-3291000,54636000,1405106000,100468000,6882000,22492000,-68543000,10953000,560201000,-316473000,-226607000,329406000,-30128000,322872000,280751000,298393000,0,431640000,18,91016000,102977000,158808000,-11926000,0,-147403000,98006000,-10525000,0,16,23,13,233,0,1966370000,-173147000,346345000,50911000,0,3733581000,690553000,296513000,1692762000,2040819000,3733581000,2446877000,-453230000,2014,1.73,190408092.5
"TSS","12/31/15",118807000,-39218000,-37219000,20,-54640000,241891000,115,389328000,0,20277000,1855181000,260,5598000,216470000,260502000,496888000,496888000,-7111000,22106000,289898000,1545424000,33,924360000,151364000,981201000,0,0,-1686000,-29853000,1383634000,106118000,5664000,23410000,-52807000,100145000,600194000,-290754000,-202184000,369041000,48220000,364044000,367630000,339375000,0,534107000,19,97159000,154199000,166579000,-33544000,0,-145858000,96886000,-8498000,0,18,27,13,260,0,2256058000,-183599000,390253000,53832000,0,3908300000,882902000,339218000,1843018000,2065282000,3908300000,2779541000,-641664000,2015,1.98,186384343.4
"TXN","12/31/12",1.93e+09,3.11e+08,4.7e+07,16,-4.95e+08,1.176e+09,116,1.416e+09,5e+06,1.741e+09,6.457e+09,240,2.8e+08,1.175e+09,1.401e+09,2.02e+09,1.935e+09,0,0,3.912e+09,4.362e+09,50,6.368e+09,1.76e+08,2.7e+09,8.5e+07,1.757e+09,-6.04e+08,-2.12e+08,4.186e+09,2.15e+08,0,0,1.17e+08,4.24e+08,3.414e+09,-1.951e+09,-1.039e+09,1.759e+09,2.49e+08,1.759e+09,1.759e+09,1.703e+09,7.14e+08,1.973e+09,15,3.22e+08,8.05e+08,0,-6.99e+08,-1e+07,6e+07,2.69e+08,-9.9e+07,0,15,18,14,189,1.877e+09,2.7205e+10,-1.277e+09,1.804e+09,1.5e+09,2.549e+09,2.0021e+10,8.23e+09,3.43e+09,1.0961e+10,9.06e+09,2.0021e+10,1.2825e+10,-1.8462e+10,2012,1.53,1149673203
"TXN","12/31/13",1.747e+09,1.6e+07,1.7e+07,20,-4.12e+08,1.211e+09,139,1.627e+09,2.6e+07,1.741e+09,5.841e+09,292,2.07e+08,1.01e+09,1.297e+09,2.849e+09,2.754e+09,0,0,3.399e+09,4.362e+09,52,6.364e+09,5.92e+08,2.341e+09,9.5e+07,1.731e+09,3.42e+08,-1.88e+08,4.158e+09,2.16e+08,0,0,-5.14e+08,2.11e+08,3.384e+09,-3.17e+09,-3e+06,2.162e+09,3.31e+08,2.162e+09,2.162e+09,1.596e+09,1.52e+08,2.832e+09,23,3.94e+08,8.63e+08,0,-5.28e+08,-7e+06,6.7e+07,2.16e+08,-2.6e+08,0,23,25,18,229,1.522e+09,2.8173e+10,-1.554e+09,1.858e+09,1e+09,2.202e+09,1.8938e+10,8.019e+09,2.747e+09,1.0807e+10,8.131e+09,1.8938e+10,1.2205e+10,-1.979e+10,2013,1.94,1114432990
"TXN","12/31/14",1.657e+09,-4.9e+07,2.1e+07,27,-3.85e+08,1.368e+09,133,1.199e+09,-5.3e+07,1.741e+09,5.618e+09,279,1.8e+08,4.69e+08,1.23e+09,3.968e+09,3.874e+09,0,0,2.84e+09,4.362e+09,57,7.427e+09,1.053e+09,1.985e+09,9.4e+07,1.784e+09,-1.41e+08,-1.86e+08,3.63e+09,2.24e+08,0,0,-5.02e+08,-4.28e+08,3.892e+09,-3.943e+09,-3.77e+08,2.821e+09,1.43e+08,2.821e+09,2.821e+09,1.246e+09,2.79e+08,3.947e+09,30,3.6e+08,8.5e+08,0,-5.32e+08,-3e+06,1.49e+08,2.25e+08,-1.4e+07,0,30,37,22,212,1.358e+09,2.9653e+10,-2.215e+09,1.843e+09,1.001e+09,2.342e+09,1.7372e+10,7.421e+09,2.658e+09,1.039e+10,6.982e+09,1.7372e+10,1.3045e+10,-2.184e+10,2014,2.61,1080842912
"TXN","12/31/15",1.555e+09,7.7e+07,3.2e+07,30,-5.51e+08,1.629e+09,126,1e+09,9.3e+07,1.741e+09,5.44e+09,277,2.01e+08,4.13e+08,1.133e+09,4.306e+09,4.216e+09,0,0,2.596e+09,4.362e+09,58,7.56e+09,1.23e+09,1.629e+09,9e+07,1.691e+09,1.25e+08,-1.7e+08,3.12e+09,2.21e+08,0,0,-5.02e+08,-1.99e+08,4.268e+09,-4.165e+09,-3.02e+08,2.986e+09,1.46e+08,2.986e+09,2.986e+09,1.165e+09,2.58e+08,4.274e+09,33,1.47e+08,1e+09,0,-5.32e+08,-3e+06,1.24e+08,1.96e+08,3e+06,0,32,42,23,211,1.28e+09,3.1176e+10,-2.299e+09,1.748e+09,1e+09,2.218e+09,1.623e+10,7.074e+09,2.555e+09,9.946e+09,6.284e+09,1.623e+10,1.3e+10,-2.4068e+10,2015,2.86,1044055944
"TXT","12/29/12",2.977e+09,1.28e+08,0,20,-4.8e+08,1.177e+09,40,1.413e+09,-3.16e+08,3.5e+07,1.0019e+10,154,0,0,3.83e+08,1.053e+09,8.41e+08,4e+06,0,2.149e+09,1.649e+09,18,2.218e+09,2.6e+08,0,2.12e+08,2.712e+09,8.48e+08,-1.57e+08,3.452e+09,1.99e+09,0,0,-5.11e+08,5.28e+08,9.27e+08,-7.81e+08,3.78e+08,5.89e+08,2.49e+08,5.89e+08,5.81e+08,8.29e+08,0,1.053e+09,9,1.821e+09,4.7e+08,0,-1.77e+09,0,1e+07,3.078e+09,5.9e+07,0,7,28,5,77,0,3.824e+09,-2.53e+08,1.165e+09,5.35e+08,0,1.3033e+10,5.424e+09,3.512e+09,2.991e+09,1.0042e+10,1.3033e+10,1.2237e+10,-2.75e+08,2012,2.1,280476190.5
"TXT","12/28/13",2.995e+09,1.19e+08,0,11,-4.44e+08,1.331e+09,40,1.211e+09,-1.18e+08,3.5e+07,1.0131e+10,187,0,0,3.89e+08,8.47e+08,6.74e+08,-6e+06,0,2.215e+09,1.735e+09,16,1.973e+09,1.76e+08,0,1.73e+08,2.963e+09,3.68e+08,-1e+08,3.179e+09,1.493e+09,0,0,-8.23e+08,-2.02e+08,8.1e+08,-7.42e+08,-2.64e+08,4.98e+08,1.47e+08,4.98e+08,4.98e+08,9.79e+08,0,8.47e+08,7,1.881e+09,4.67e+08,0,-1.027e+09,-3e+06,-1.88e+08,2.378e+09,-1.22e+08,0,6,15,4,88,0,4.045e+09,3.1e+07,1.126e+09,8e+06,0,1.2944e+10,5.62e+09,3.003e+09,4.384e+09,8.56e+09,1.2944e+10,1.2104e+10,0,2013,1.78,279775280.9
"TXT","1/3/15",3.63e+09,2.06e+08,0,14,-4.29e+08,1.459e+09,23,8.22e+08,-2.09e+08,3.6e+07,1.1421e+10,168,0,0,4.59e+08,1.044e+09,8.53e+08,-1.3e+07,0,2.497e+09,2.027e+09,18,2.457e+09,2.48e+08,0,1.91e+08,3.928e+09,1.34e+08,1.29e+08,3.866e+09,1.238e+09,0,0,6.63e+08,-3.89e+08,1.208e+09,3.35e+08,-1.919e+09,6e+08,8.6e+07,6e+08,6.05e+08,1.035e+09,5.2e+07,1.044e+09,8,2.738e+09,3.2e+08,0,-1.506e+09,-1e+07,-1.624e+09,2.829e+09,-6e+07,0,6,20,4,60,0,4.623e+09,-2.9e+08,1.361e+09,8e+06,0,1.4605e+10,6.105e+09,3.638e+09,4.272e+09,1.0333e+10,1.4605e+10,1.3878e+10,-3.4e+08,2014,2.15,279069767.4
"TXT","1/2/16",3.53e+09,7.6e+07,0,14,-4.2e+08,1.587e+09,27,1.005e+09,-2.39e+08,3.6e+07,1.0979e+10,172,0,0,4.61e+08,1.14e+09,9.71e+08,-1.5e+07,0,2.492e+09,2.023e+09,18,2.444e+09,2.73e+08,0,1.69e+08,4.144e+09,1.05e+08,-4.3e+07,3.348e+09,1.087e+09,0,0,-2.95e+08,1.83e+08,1.09e+09,-5.04e+08,-3.88e+08,6.97e+08,1.11e+08,6.97e+08,6.98e+08,1.047e+09,0,1.14e+09,8,2.569e+09,3.41e+08,0,-1.398e+09,0,-7.3e+07,2.604e+09,3.1e+07,0,7,20,5,63,0,5.298e+09,-1.87e+08,1.304e+09,2.62e+08,0,1.4708e+10,6.537e+09,3.792e+09,4.964e+09,9.744e+09,1.4708e+10,1.3423e+10,-5.59e+08,2015,2.52,276587301.6
"UA","12/31/12",228766000,-53433000,-73000,16,-50650000,321338000,136,341841000,4699000,35000,955624000,358,22606000,0,43082000,208622000,203439000,1330000,0,180850000,0,48,879297000,74661000,4483000,5183000,319286000,0,61847000,52757000,0,0,0,-19330000,166457000,199761000,12297000,-46931000,128778000,18848000,128778000,128778000,198575000,0,208695000,11,45546000,43896000,14330000,2368000,0,3719000,35176000,-4060000,0,11,25,7,232,0,493181000,14776000,670602000,9132000,0,1157083000,903598000,252228000,816922000,340161000,1157083000,1834921000,0,2012,1.23,104697561
"UA","12/31/13",299185000,-35960000,-1172000,15,-87830000,397248000,81,347489000,-156900000,70000,1195381000,265,31094000,0,50549000,263926000,260993000,-3115000,0,223952000,122244000,49,1136670000,98663000,24097000,2933000,469006000,-1700000,78566000,47951000,0,0,0,94529000,5648000,120070000,126795000,-238102000,162330000,40534000,162330000,162330000,248329000,0,265098000,11,47543000,63987000,22473000,2194000,0,-148572000,49806000,-19049000,0,11,25,7,155,0,653842000,15103000,871572000,104972000,0,1577741000,1128811000,426630000,1053354000,524387000,1577741000,2332051000,0,2013,1.54,105409090.9
"UA","12/31/14",358113000,-101057000,-6410000,15,-140528000,508350000,141,593175000,-84658000,71000,1572164000,367,33570000,0,72093000,347545000,342210000,-3341000,0,305564000,123256000,49,1512206000,134168000,26230000,5335000,536714000,0,81380000,255250000,0,0,0,131278000,245686000,219033000,182306000,-152312000,208042000,76578000,208042000,208042000,332333000,0,353955000,11,57064000,87177000,34563000,-14808000,0,-11784000,67906000,-33345000,0,11,25,7,240,0,856687000,15776000,1158251000,28951000,0,2095083000,1549399000,421627000,1350300000,744783000,2095083000,3084370000,0,2014,0.98,212287755.1
"UA","12/31/15",393395000,-191876000,-7234000,14,-298928000,636630000,27,129852000,-278524000,72000,2057766000,313,92157000,0,100940000,401313000,386685000,-11822000,0,538531000,585181000,48,1905547000,154112000,75686000,14628000,783031000,-6534000,39010000,6.27e+08,0,0,0,384798000,-463323000,-44104000,440078000,-847475000,232573000,130249000,232573000,232573000,433638000,0,408547000,10,78582000,152242000,43415000,-45013000,0,-542013000,94868000,-76476000,0,10,23,6,149,0,1076533000,10310000,1.497e+09,4.2e+07,0,2868900000,1498763000,478810000,1668222000,1200678000,2868900000,3963313000,0,2015,1.08,215345370.4
"UAA","12/31/12",228766000,-53433000,-73000,16,-50650000,321338000,136,341841000,4699000,35000,955624000,358,22606000,0,43082000,208622000,203439000,1330000,0,180850000,0,48,879297000,74661000,4483000,5183000,319286000,0,61847000,52757000,0,0,0,-19330000,166457000,199761000,12297000,-46931000,128778000,18848000,128778000,128778000,198575000,0,208695000,11,45546000,43896000,14330000,2368000,0,3719000,35176000,-4060000,0,11,25,7,232,0,493181000,14776000,670602000,9132000,0,1157083000,903598000,252228000,816922000,340161000,1157083000,1834921000,0,NA,NA,NA
"UAA","12/31/13",299185000,-35960000,-1172000,15,-87830000,397248000,81,347489000,-156900000,70000,1195381000,265,31094000,0,50549000,263926000,260993000,-3115000,0,223952000,122244000,49,1136670000,98663000,24097000,2933000,469006000,-1700000,78566000,47951000,0,0,0,94529000,5648000,120070000,126795000,-238102000,162330000,40534000,162330000,162330000,248329000,0,265098000,11,47543000,63987000,22473000,2194000,0,-148572000,49806000,-19049000,0,11,25,7,155,0,653842000,15103000,871572000,104972000,0,1577741000,1128811000,426630000,1053354000,524387000,1577741000,2332051000,0,NA,NA,NA
"UAA","12/31/14",358113000,-101057000,-6410000,15,-140528000,508350000,141,593175000,-84658000,71000,1572164000,367,33570000,0,72093000,347545000,342210000,-3341000,0,305564000,123256000,49,1512206000,134168000,26230000,5335000,536714000,0,81380000,255250000,0,0,0,131278000,245686000,219033000,182306000,-152312000,208042000,76578000,208042000,208042000,332333000,0,353955000,11,57064000,87177000,34563000,-14808000,0,-11784000,67906000,-33345000,0,11,25,7,240,0,856687000,15776000,1158251000,28951000,0,2095083000,1549399000,421627000,1350300000,744783000,2095083000,3084370000,0,NA,NA,NA
"UAA","12/31/15",393395000,-191876000,-7234000,14,-298928000,636630000,27,129852000,-278524000,72000,2057766000,313,92157000,0,100940000,401313000,386685000,-11822000,0,538531000,585181000,48,1905547000,154112000,75686000,14628000,783031000,-6534000,39010000,6.27e+08,0,0,0,384798000,-463323000,-44104000,440078000,-847475000,232573000,130249000,232573000,232573000,433638000,0,408547000,10,78582000,152242000,43415000,-45013000,0,-542013000,94868000,-76476000,0,10,23,6,149,0,1076533000,10310000,1.497e+09,4.2e+07,0,2868900000,1498763000,478810000,1668222000,1200678000,2868900000,3963313000,0,NA,NA,NA
"UAL","12/31/12",7.435e+09,-2.1e+07,3.5e+07,150,-2.016e+09,7.145e+09,52,4.835e+09,0,3e+06,1.782e+10,78,0,4.299e+09,1.522e+09,7.4e+07,-7.24e+08,0,0,1.7292e+10,4.523e+09,52,1.9332e+10,-1e+06,4.597e+09,7.98e+08,6.95e+08,-2.45e+08,3.54e+08,1.1232e+10,0,0,0,-3.96e+08,-1.476e+09,9.35e+08,-4.54e+08,-1.957e+09,-7.23e+08,2.87e+08,-7.23e+08,-7.23e+08,1.881e+09,1.323e+09,3.9e+07,0,1.167e+09,8.65e+08,3.449e+09,-1.046e+09,-4e+06,3.04e+08,8.798e+09,-4.84e+08,1.522e+09,2,151,2,73,0,-5.586e+09,1.7e+07,1.6448e+10,1.934e+09,1.773e+09,3.7628e+10,1.0049e+10,1.2818e+10,4.81e+08,3.7147e+10,3.7628e+10,3.7152e+10,-3.5e+07,2012,-2.18,331651376.1
"UAL","12/31/13",7.188e+09,-1.42e+08,2.4e+07,19,-2.164e+09,7.425e+09,43,3.251e+09,0,4e+06,1.7192e+10,72,0,4.197e+09,1.689e+09,1.273e+09,5.39e+08,0,0,1.8047e+10,4.523e+09,55,2.1087e+10,-3.2e+07,4.436e+09,7.34e+08,6.67e+08,-1.2e+08,-8.92e+08,1.0924e+10,0,0,0,-8.96e+08,-1.55e+09,1.444e+09,-9.72e+08,-2.022e+09,5.71e+08,5.4e+07,5.71e+08,5.71e+08,2.179e+09,5.2e+08,1.249e+09,3,1.104e+09,7.04e+08,3.434e+09,6.08e+08,-2e+06,2.62e+08,6.6e+09,1.64e+08,1.689e+09,1,18,1,66,0,-5.015e+09,2.9e+07,1.7629e+10,1.485e+09,1.901e+09,3.6812e+10,8.702e+09,1.2107e+10,2.984e+09,3.3828e+10,3.6812e+10,3.8279e+10,-3.8e+07,2013,1.64,348170731.7
"UAL","12/31/14",7.401e+09,2.09e+08,-5.62e+08,47,-2.005e+09,7.721e+09,44,3.156e+09,0,4e+06,1.6611e+10,60,0,3.879e+09,1.679e+09,1.811e+09,1.128e+09,0,0,1.9467e+10,4.523e+09,57,2.229e+10,-4e+06,4.284e+09,6.83e+08,6.66e+08,-4.57e+08,1.55e+08,1.0524e+10,0,0,0,-1.198e+09,-1.218e+09,2.634e+09,-1.596e+09,-2.256e+09,1.132e+09,-5.07e+08,1.132e+09,1.132e+09,1.146e+09,4.43e+08,2.373e+09,6,7.74e+08,7.74e+08,2.99e+09,-1.079e+09,-4.2e+07,2.06e+08,7.288e+09,-3.4e+07,1.679e+09,3,47,3,55,0,-3.883e+09,-2.52e+08,1.7795e+10,2.117e+09,2.382e+09,3.6595e+10,7.547e+09,1.2508e+10,2.396e+09,3.4199e+10,3.6595e+10,3.8901e+10,-3.67e+08,2014,3.05,371147541
"UAL","12/31/15",7.972e+09,-1.5e+07,-3.27e+08,82,-2.747e+09,7.946e+09,42,3.058e+09,0,4e+06,1.213e+10,63,2.037e+09,2.826e+09,1.819e+09,4.839e+09,4.219e+09,0,0,2.158e+10,4.523e+09,68,2.5734e+10,-3.121e+09,4.136e+09,6.2e+08,7.38e+08,1.9e+08,-7.28e+08,1.04e+10,0,0,0,-1.228e+09,1.004e+09,5.992e+09,-2.495e+09,-2.493e+09,7.34e+09,-2.264e+09,7.34e+09,7.34e+09,1.128e+09,3.26e+08,5.166e+09,14,7.57e+08,7.4e+08,2.959e+09,-8.31e+08,-1.3e+07,6.4e+07,6.255e+09,-1.6e+08,1.819e+09,11,47,19,57,0,3.457e+09,-1.217e+09,1.8423e+10,1.483e+09,2.19e+09,4.0861e+10,7.828e+09,1.2414e+10,8.966e+09,3.1895e+10,4.0861e+10,3.7864e+10,-1.61e+09,2015,19.52,376024590.2
"UDR","12/31/12",207495000,0,3524000,7,-500015000,4098882000,NA,35676000,0,2501000,245316000,NA,24990000,0,354505000,62205000,-76587000,0,-8579000,6131146000,0,66,471296000,-30282000,0,138792000,0,-296787000,-21515000,3409333000,477631000,916000,223418000,-540235000,-388000,327187000,-115993000,-211582000,212177000,-238753000,203376000,-46305000,64006000,0,67260000,9,125654000,0,14076000,-11257000,-21959000,577273000,0,12647000,346031000,11,3,30,NA,0,-1143781000,669658000,58005000,25025000,0,6859103000,0,0,2992916000,3866187000,6859103000,716612000,0,2012,0.85,249620000
"UDR","12/31/13",226715000,0,4619000,2,-434279000,4109765000,NA,53045000,0,2507000,258612000,NA,26924000,0,357762000,121124000,-4959000,0,-415000,5999183000,0,66,500314000,-7299000,0,126083000,0,68666000,-16699000,3523703000,507655000,856000,217597000,54879000,18134000,339902000,-198559000,-123209000,44812000,-32308000,41088000,2340000,83033000,0,116920000,15,137882000,0,13847000,-5125000,-8544000,234765000,0,-15135000,346273000,1,0,6,NA,0,-1342070000,0,37121000,27203000,0,6807722000,0,0,2811648000,3996074000,6807722000,758926000,0,2013,0.16,280075000
"UDR","12/31/14",210935000,0,155430000,6,-576982000,4223747000,NA,37564000,0,2551000,270741000,NA,0,0,377883000,131616000,1162000,0,-7006000,5948487000,0,67,547305000,-15098000,0,130454000,0,-95067000,-5618000,3565299000,718226000,853000,282480000,63497000,-15025000,392360000,-113725000,-293660000,154334000,-138673000,150610000,16260000,14369000,0,126764000,15,110082000,0,15978000,-8855000,-7318000,372892000,0,-1074000,363929000,0,0,19,NA,0,-1528917000,99849000,56612000,34064000,0,6828728000,0,0,2735097000,4093631000,6828728000,818046000,0,2014,0.6,257223333.3
"UDR","12/31/15",209672000,0,253228000,12,-461374000,4447816000,NA,27540000,0,2618000,282037000,NA,0,0,399294000,223471000,101596000,0,62329000,6531627000,0,68,612601000,-3886000,0,121875000,0,-160676000,-9590000,3570795000,950681000,856000,946436000,-95088000,-8482000,431615000,-201648000,-238449000,340383000,-311280000,336661000,105482000,16694000,0,159591000,18,137302000,0,18786000,-12678000,-19027000,379552000,0,-3968000,381277000,11,4,38,NA,0,-1584459000,210011000,71733000,36330000,0,7663844000,0,0,2899755000,4764089000,7663844000,894638000,0,2015,1.3,261833076.9
"UHS","12/31/12",890619000,-71068000,0,16,-891039000,0,3,23471000,0,976000,0,157,75888000,183747000,308690000,942581000,763663000,0,0,3382235000,3036765000,100,6961400000,274616000,0,178918000,9.9e+07,0,62812000,3727431000,0,52604000,234303000,63853000,-17758000,799231000,-27399000,-789590000,443446000,24603000,443446000,443446000,1171658000,0,942581000,14,298459000,113367000,850000,-250064000,0,101449000,395355000,-14853000,302426000,11,28,6,146,0,2962433000,-13719000,5716393000,2589000,0,8200843000,1407496000,894058000,2713345000,5487498000,8200843000,6961400000,0,2012,4.57,97034135.67
"UHS","12/31/13",960576000,-49708000,0,16,-371129000,0,2,17238000,0,983000,0,135,57881000,239148000,337356000,1015463000,869332000,0,0,3442169000,3049016000,100,7367873000,315309000,0,146131000,101781000,0,-5018000,3209762000,0,50250000,218107000,-424463000,-6233000,884241000,-507016000,-383458000,510733000,24669000,510733000,510733000,1236864000,0,1015463000,14,330328000,76446000,0,-250341000,0,-12329000,284589000,22919000,337172000,12,27,7,126,0,3499337000,-21493000,6015238000,99312000,0,8311723000,1432329000,1059888000,3249979000,5061744000,8311723000,7367873000,0,2013,5.21,98029366.6
"UHS","12/31/14",1114508000,-105708000,0,15,-822536000,0,3,32069000,0,987000,0,137,40319000,282214000,375624000,1063305000,929667000,-775000,0,3679689000,3291213000,100,8205088000,324671000,0,133638000,108115000,-1.2e+07,63676000,3210215000,0,55134000,239552000,-49129000,14831000,1035876000,-187424000,-832846000,545343000,42985000,545343000,545343000,1397300000,0,1063305000,13,348084000,77654000,0,-280428000,0,1690000,268555000,54303000,375624000,11,25,7,127,0,4015387000,-93886000,6766159000,68319000,0,8974443000,1615138000,1182827000,3735946000,5238497000,8974443000,8205088000,0,2014,5.52,98794021.74
"UHS","12/31/15",1037684000,-45814000,0,16,-912976000,0,6,61228000,0,983000,0,156,35357000,315900000,398618000,1259395000,1145901000,-1609000,0,3835978000,3596114000,100,9043451000,395203000,0,113494000,116037000,-3300000,90202000,3387303000,0,59514000,242509000,178999000,29159000,1020898000,-77245000,-912885000,680528000,36356000,680528000,680528000,1437549000,0,1259395000,14,448360000,103490000,0,-317857000,0,3391000,278834000,-209162000,398618000,13,27,8,146,0,4566521000,-201341000,7385438000,62722000,0,9634113000,1718304000,1100406000,4249647000,5384466000,9634113000,9043451000,0,2015,6.89,98770391.87
"ULTA","2/2/13",221067000,-15362000,0,22,-188578000,496930000,145,320475000,-116478000,645000,1436582000,357,2866000,264364000,88233000,279793000,279793000,0,0,483059000,0,35,783674000,107244000,0,0,361125000,0,46233000,0,0,0,0,0,66737000,239001000,16314000,-188578000,172549000,-24223000,172549000,172549000,57272000,14816000,279978000,13,0,50452000,0,0,0,0,2876000,88049000,0,13,36,8,194,0,296861000,31451000,488880000,0,0,1275249000,789324000,221067000,786942000,488307000,1275249000,2220256000,-7494000,2013,2.73,63204761.9
"ULTA","2/2/14",266811000,-5534000,118000,20,-226024000,548194000,157,419476000,-96808000,647000,1729325000,376,4294000,328348000,106283000,327706000,327706000,0,0,595736000,0,35,941248000,124857000,0,0,457933000,0,43611000,0,0,0,0,0,99001000,327725000,-2700000,-226024000,202849000,10395000,202849000,202849000,69295000,17270000,327588000,12,0,55993000,0,0,0,0,4474000,66929000,0,12,33,8,204,0,462378000,-16078000,596390000,0,0,1602727000,1002697000,266811000,1003094000,599633000,1602727000,2670573000,-8125000,NA,NA,NA
"ULTA","1/31/15",359594000,-5391000,894000,21,-249067000,576982000,150,389149000,-123296000,647000,2104582000,350,5656000,368625000,131764000,411309000,411309000,0,0,717159000,0,35,1136787000,154174000,0,0,581229000,-150209000,80140000,0,0,0,0,0,-30327000,396592000,-27643000,-399276000,257135000,25408000,257135000,257135000,73220000,14366000,410415000,13,0,66548000,0,0,0,0,7442000,30832000,0,13,33,8,189,0,679593000,-30872000,712006000,0,150209000,1983170000,1260355000,359594000,1247509000,735661000,1983170000,3241369000,-9713000,2015,4,64283750
"ULTA","1/31/16",396227000,-12552000,1143000,22,-299167000,621715000,120,345840000,-180564000,641000,2539783000,347,8145000,381316000,165049000,507440000,507440000,0,0,847600000,0,35,1384333000,187432000,0,0,761793000,20209000,43322000,0,0,0,0,0,-43309000,375874000,-140225000,-278958000,320008000,15596000,320008000,320008000,64992000,14682000,506297000,13,0,72548000,0,0,0,0,10489000,25015000,0,13,35,8,155,0,832215000,-149722000,863354000,0,1.3e+08,2230918000,1375173000,396227000,1442886000,788032000,2230918000,3924116000,-11685000,NA,NA,NA
"UNH","12/31/13",1.9033e+10,-3.17e+08,0,17,-1.307e+09,0,NA,7.276e+09,0,1e+07,8.9659e+10,NA,4.3e+08,3.396e+09,1.375e+09,9.623e+09,8.915e+09,-8.6e+07,0,4.01e+09,3.1604e+10,27,3.283e+10,3.242e+09,3.844e+09,7.08e+08,0,-1.611e+09,8.49e+08,1.686e+10,1.9605e+10,0,1.175e+09,1.52e+08,-1.13e+09,6.991e+09,-4.946e+09,-3.089e+09,5.625e+09,2.49e+08,5.625e+09,5.673e+09,7.05e+09,0,9.623e+09,8,6.126e+09,0,0,-9.08e+08,4e+06,-1.71e+08,9.269e+09,-8.38e+08,2.3207e+10,7,28,5,NA,0,3.3047e+10,-4.046e+09,0,1.969e+09,1.937e+09,8.1882e+10,0,0,3.2149e+10,4.9733e+10,8.1882e+10,1.22e+11,0,2013,5.59,1006261181
"UNH","12/31/14",2.1287e+10,-9.11e+08,0,17,-1.525e+09,0,NA,7.495e+09,0,1e+07,9.3633e+10,NA,5.56e+08,4.037e+09,1.478e+09,1.0274e+10,9.656e+09,-5e+06,0,4.418e+09,3.294e+10,28,3.6841e+10,4.037e+09,3.669e+09,6.18e+08,0,7.99e+08,2.506e+09,1.7406e+10,1.8827e+10,0,1.388e+09,3.91e+08,2.19e+08,8.051e+09,-5.293e+09,-2.534e+09,5.619e+09,-5.1e+07,5.619e+09,5.619e+09,9.75e+09,0,1.0274e+10,8,6.986e+09,0,0,-1.392e+09,-7.76e+08,-1.808e+09,9.81e+09,-5.9e+08,2.6567e+10,7,30,4,NA,0,3.3836e+10,-3.546e+09,0,1.399e+09,1.741e+09,8.6382e+10,0,0,3.2454e+10,5.3928e+10,8.6382e+10,1.3e+11,0,2014,5.78,972145328.7
